# time  created  delivered  delivered/created
3603.1500 36161 10746 0.2972
3603.1500 36161 10747 0.2972
3603.1500 36162 10747 0.2972
3603.1600 36162 10748 0.2972
3603.2700 36163 10748 0.2972
3603.2700 36164 10748 0.2972
3603.2800 36165 10748 0.2972
3603.2800 36165 10749 0.2972
3603.2800 36166 10749 0.2972
3603.2900 36167 10749 0.2972
3603.2900 36167 10750 0.2972
3603.2900 36168 10750 0.2972
3603.3000 36168 10751 0.2973
3604.3100 36169 10751 0.2972
3604.3100 36170 10751 0.2972
3604.3200 36171 10751 0.2972
3604.3200 36171 10752 0.2973
3604.3200 36172 10752 0.2972
3604.3300 36173 10752 0.2972
3604.3300 36173 10753 0.2973
3604.3300 36174 10753 0.2973
3604.3400 36174 10754 0.2973
3609.6000 36175 10754 0.2973
3609.6000 36176 10754 0.2973
3609.6100 36177 10754 0.2973
3609.6100 36178 10754 0.2973
3609.6100 36178 10755 0.2973
3609.6100 36179 10755 0.2973
3609.6200 36180 10755 0.2973
3609.6200 36180 10756 0.2973
3609.6300 36181 10756 0.2973
3609.6300 36181 10757 0.2973
3611.6000 36182 10757 0.2973
3611.6000 36183 10757 0.2973
3611.6100 36184 10757 0.2973
3611.6100 36184 10758 0.2973
3611.6100 36185 10758 0.2973
3611.6100 36186 10758 0.2973
3611.6200 36187 10758 0.2973
3611.6200 36187 10759 0.2973
3611.6300 36187 10760 0.2973
3612.2600 36188 10760 0.2973
3612.2600 36189 10760 0.2973
3612.2700 36190 10760 0.2973
3612.2700 36191 10760 0.2973
3612.2700 36191 10761 0.2973
3612.2800 36192 10761 0.2973
3612.2800 36192 10762 0.2974
3612.2800 36193 10762 0.2974
3612.2900 36193 10763 0.2974
3613.4500 36194 10763 0.2974
3613.4500 36195 10763 0.2974
3613.4600 36196 10763 0.2974
3613.4600 36197 10763 0.2973
3613.4600 36197 10764 0.2974
3613.4700 36198 10764 0.2974
3613.4700 36198 10765 0.2974
3613.4700 36199 10765 0.2974
3613.4800 36199 10766 0.2974
3616.0200 36200 10766 0.2974
3616.0200 36201 10766 0.2974
3616.0300 36202 10766 0.2974
3616.0300 36202 10767 0.2974
3616.0300 36203 10767 0.2974
3616.0400 36204 10767 0.2974
3616.0400 36204 10768 0.2974
3616.0400 36205 10768 0.2974
3616.0500 36205 10769 0.2974
3616.3800 36206 10769 0.2974
3616.3800 36207 10769 0.2974
3616.3900 36208 10769 0.2974
3616.3900 36209 10769 0.2974
3616.3900 36209 10770 0.2974
3616.3900 36210 10770 0.2974
3616.4000 36211 10770 0.2974
3616.4000 36211 10771 0.2975
3616.4100 36211 10772 0.2975
3616.7900 36212 10772 0.2975
3616.7900 36213 10772 0.2975
3616.8000 36214 10772 0.2975
3616.8000 36215 10772 0.2974
3616.8000 36215 10773 0.2975
3616.8000 36216 10773 0.2975
3616.8100 36217 10773 0.2975
3616.8100 36217 10774 0.2975
3616.8200 36217 10775 0.2975
3618.2600 36218 10775 0.2975
3618.2600 36219 10775 0.2975
3618.2700 36220 10775 0.2975
3618.2700 36221 10775 0.2975
3618.2700 36221 10776 0.2975
3618.2700 36222 10776 0.2975
3618.2800 36223 10776 0.2975
3618.2800 36223 10777 0.2975
3618.2900 36224 10777 0.2975
3618.2900 36224 10778 0.2975
3620.1500 36225 10778 0.2975
3620.1500 36226 10778 0.2975
3620.1600 36227 10778 0.2975
3620.1600 36227 10779 0.2975
3620.1600 36228 10779 0.2975
3620.1600 36229 10779 0.2975
3620.1700 36230 10779 0.2975
3620.1700 36230 10780 0.2975
3620.1800 36230 10781 0.2976
3621.7700 36231 10781 0.2976
3621.7700 36232 10781 0.2976
3621.7800 36233 10781 0.2975
3621.7800 36234 10781 0.2975
3621.7800 36234 10782 0.2976
3621.7800 36235 10782 0.2976
3621.7900 36236 10782 0.2975
3621.7900 36236 10783 0.2976
3621.8000 36236 10784 0.2976
3621.9700 36237 10784 0.2976
3621.9700 36238 10784 0.2976
3621.9800 36239 10784 0.2976
3621.9800 36240 10784 0.2976
3621.9800 36240 10785 0.2976
3621.9900 36241 10785 0.2976
3621.9900 36241 10786 0.2976
3621.9900 36242 10786 0.2976
3622.0000 36242 10787 0.2976
3622.1400 36243 10787 0.2976
3622.1400 36244 10787 0.2976
3622.1500 36245 10787 0.2976
3622.1500 36245 10788 0.2976
3622.1500 36246 10788 0.2976
3622.1500 36247 10788 0.2976
3622.1600 36248 10788 0.2976
3622.1600 36248 10789 0.2976
3622.1700 36249 10789 0.2976
3622.1700 36249 10790 0.2977
3623.5000 36250 10790 0.2977
3623.5000 36251 10790 0.2976
3623.5100 36252 10790 0.2976
3623.5100 36253 10790 0.2976
3623.5100 36253 10791 0.2977
3623.5100 36254 10791 0.2976
3623.5200 36255 10791 0.2976
3623.5200 36255 10792 0.2977
3623.5300 36255 10793 0.2977
3624.5700 36256 10793 0.2977
3624.5700 36257 10793 0.2977
3624.5800 36258 10793 0.2977
3624.5800 36258 10794 0.2977
3624.5800 36259 10794 0.2977
3624.5900 36260 10794 0.2977
3624.5900 36260 10795 0.2977
3624.5900 36261 10795 0.2977
3624.6000 36261 10796 0.2977
3625.8900 36262 10796 0.2977
