# time  ID  size  hopcount  deliveryTime  fromHost  toHost  remainingTtl  isResponse  path
0.0200 KemPubKeyp8 2099 1 0.0100 p8 p9 299 N p8->p9
0.0200 KemPubKeyp1 2068 1 0.0100 p1 p43 299 N p1->p43
0.0200 KemPubKeyp29 2088 1 0.0100 p29 p37 299 N p29->p37
0.0200 KemPubKeyp11 2095 1 0.0100 p11 p44 299 N p11->p44
0.0200 VerifyPubKeyp49 1312 1 0.0100 p49 p26 299 N p49->p26
0.0200 KemPubKeyp25 2091 1 0.0100 p25 p28 299 N p25->p28
0.0200 VerifyPubKeyp3 1312 1 0.0100 p3 p18 299 N p3->p18
0.0200 VerifyPubKeyp22 1312 1 0.0100 p22 p20 299 N p22->p20
0.0200 KemPubKeyp2 2101 1 0.0100 p2 p42 299 N p2->p42
0.0200 VerifyPubKeyp39 1312 1 0.0100 p39 p24 299 N p39->p24
0.0200 KemPubKeyp15 2092 1 0.0100 p15 p7 299 N p15->p7
0.0200 VerifyPubKeyp35 1312 1 0.0100 p35 p34 299 N p35->p34
0.0200 VerifyPubKeyp23 1312 1 0.0100 p23 p19 299 N p23->p19
0.0200 KemPubKeyp31 2093 1 0.0100 p31 p4 299 N p31->p4
0.0200 KemPubKeyp21 2095 1 0.0100 p21 p47 299 N p21->p47
0.0300 KemPubKeyp19 2094 1 0.0100 p19 p23 299 N p19->p23
0.0300 CiphertextFromp7 2095 1 0.0100 p7 p15 299 N p7->p15
0.0300 CiphertextFromp28 2095 1 0.0100 p28 p25 299 N p28->p25
0.0300 CiphertextFromp47 2108 1 0.0100 p47 p21 299 N p47->p21
0.0300 CiphertextFromp9 2118 1 0.0100 p9 p8 299 N p9->p8
0.0300 VerifyPubKeyp17 1312 1 0.0100 p17 p11 299 N p17->p11
0.0300 VerifyPubKeyp4 1312 1 0.0100 p4 p31 299 N p4->p31
0.0300 KemPubKeyp20 2118 1 0.0200 p20 p22 299 N p20->p22
0.0300 KemPubKeyp3 2118 1 0.0100 p3 p38 299 N p3->p38
0.0300 VerifyPubKeyp33 1312 1 0.0100 p33 p2 299 N p33->p2
0.0300 CiphertextFromp37 2106 1 0.0100 p37 p29 299 N p37->p29
0.0300 KemPubKeyp24 2098 1 0.0200 p24 p39 299 N p24->p39
0.0300 VerifyPubKeyp49 1312 1 0.0100 p49 p0 299 N p49->p0
0.0300 VerifyPubKeyp43 1312 1 0.0200 p43 p1 299 N p43->p1
0.0300 KemPubKeyp18 2110 1 0.0100 p18 p35 299 N p18->p35
0.0400 VerifyPubKeyp47 1312 1 0.0100 p47 p44 299 N p47->p44
0.0400 KemPubKeyp5 2098 1 0.0200 p5 p9 299 N p5->p9
0.0400 CiphertextFromp38 2088 1 0.0100 p38 p3 299 N p38->p3
0.0400 CiphertextFromp23 2109 1 0.0100 p23 p19 299 N p23->p19
0.0400 VerifyPubKeyp28 1312 1 0.0100 p28 p25 299 N p28->p25
0.0400 CiphertextFromp4 2089 1 0.0200 p4 p31 299 N p4->p31
0.0400 KemPubKeyp26 2112 1 0.0200 p26 p49 299 N p26->p49
0.0400 KemPubKeyp11 2095 1 0.0100 p11 p17 299 N p11->p17
0.0400 CiphertextFromp43 2095 1 0.0200 p43 p1 299 N p43->p1
0.0400 VerifyPubKeyp37 1312 1 0.0100 p37 p29 299 N p37->p29
0.0400 KemPubKeyp33 2120 1 0.0100 p33 p42 299 N p33->p42
0.0400 CiphertextFromp22 2109 1 0.0100 p22 p20 299 N p22->p20
0.0400 CiphertextFromp39 2099 1 0.0100 p39 p24 299 N p39->p24
0.0400 VerifyPubKeyp34 1312 1 0.0100 p34 p18 299 N p34->p18
0.0500 VerifyPubKeyp25 1312 1 0.0100 p25 p21 299 N p25->p21
0.0500 KemPubKeyp2 2101 1 0.0100 p2 p33 299 N p2->p33
0.0500 VerifyPubKeyp8 1312 1 0.0200 p8 p28 299 N p8->p28
0.0500 VerifyPubKeyp38 1312 1 0.0100 p38 p3 299 N p38->p3
0.0500 KemPubKeyp34 2097 1 0.0100 p34 p35 299 N p34->p35
0.0500 CiphertextFromp9 2099 1 0.0100 p9 p5 299 N p9->p5
0.0500 CiphertextFromp17 2083 1 0.0100 p17 p11 299 N p17->p11
0.0500 KemPubKeyp44 2090 1 0.0200 p44 p47 299 N p44->p47
0.0500 KemPubKeyp43 2078 1 0.0100 p43 p7 299 N p43->p7
0.0500 CiphertextFromp49 2103 1 0.0100 p49 p26 299 N p49->p26
0.0500 KemPubKeyp37 2120 1 0.0100 p37 p48 299 N p37->p48
0.0600 KemPubKeyp1 2068 1 0.0100 p1 p15 299 N p1->p15
0.0600 KemPubKeyp25 2091 1 0.0100 p25 p9 299 N p25->p9
0.0600 CiphertextFromp48 2107 1 0.0100 p48 p37 299 N p48->p37
0.0600 VerifyPubKeyp7 1312 1 0.0100 p7 p43 299 N p7->p43
0.0600 KemPubKeyp18 2110 1 0.0100 p18 p34 299 N p18->p34
0.0600 CiphertextFromp44 2109 1 0.0400 p44 p11 299 N p44->p11
0.0600 CiphertextFromp33 2090 1 0.0100 p33 p2 299 N p33->p2
0.0600 VerifyPubKeyp5 1312 1 0.0100 p5 p28 299 N p5->p28
0.0600 KemPubKeyp0 2103 1 0.0100 p0 p49 299 N p0->p49
0.0700 CiphertextFromp15 2099 1 0.0100 p15 p1 299 N p15->p1
0.0700 CiphertextFromp49 2103 1 0.0100 p49 p0 299 N p49->p0
0.0700 CiphertextFromp7 2113 1 0.0200 p7 p43 299 N p7->p43
0.0700 VerifyPubKeyp47 1312 1 0.0100 p47 p17 299 N p47->p17
