# time  ID  size  hopcount  deliveryTime  fromHost  toHost  remainingTtl  isResponse  path
0.0200 VerifyPubKeyp27 1312 1 0.0100 p27 p21 299 N p27->p21
0.0200 VerifyPubKeyp41 1312 1 0.0100 p41 p40 299 N p41->p40
0.0200 KemPubKeyp6 2103 1 0.0100 p6 p9 299 N p6->p9
0.0200 VerifyPubKeyp42 1312 1 0.0100 p42 p18 299 N p42->p18
0.0200 KemPubKeyp13 2100 1 0.0100 p13 p51 299 N p13->p51
0.0200 KemPubKeyp11 2094 1 0.0100 p11 p58 299 N p11->p58
0.0200 KemPubKeyp33 2107 1 0.0100 p33 p50 299 N p33->p50
0.0200 KemPubKeyp15 2098 1 0.0100 p15 p38 299 N p15->p38
0.0200 VerifyPubKeyp45 1312 1 0.0100 p45 p44 299 N p45->p44
0.0200 VerifyPubKeyp53 1312 1 0.0100 p53 p47 299 N p53->p47
0.0200 KemPubKeyp3 2090 1 0.0100 p3 p66 299 N p3->p66
0.0200 KemPubKeyp28 2130 1 0.0100 p28 p68 299 N p28->p68
0.0200 KemPubKeyp2 2110 1 0.0100 p2 p61 299 N p2->p61
0.0200 KemPubKeyp54 2087 1 0.0100 p54 p7 299 N p54->p7
0.0200 KemPubKeyp1 2108 1 0.0100 p1 p63 299 N p1->p63
0.0200 KemPubKeyp30 2101 1 0.0100 p30 p60 299 N p30->p60
0.0200 VerifyPubKeyp64 1312 1 0.0100 p64 p0 299 N p64->p0
0.0200 VerifyPubKeyp26 1312 1 0.0100 p26 p16 299 N p26->p16
0.0200 KemPubKeyp22 2096 1 0.0100 p22 p67 299 N p22->p67
0.0200 VerifyPubKeyp36 1312 1 0.0100 p36 p32 299 N p36->p32
0.0200 KemPubKeyp25 2117 1 0.0100 p25 p48 299 N p25->p48
0.0200 VerifyPubKeyp23 1312 1 0.0100 p23 p10 299 N p23->p10
0.0200 KemPubKeyp14 2095 1 0.0100 p14 p8 299 N p14->p8
0.0200 KemPubKeyp46 2081 1 0.0100 p46 p55 299 N p46->p55
0.0300 VerifyPubKeyp39 1312 1 0.0200 p39 p33 299 N p39->p33
0.0300 KemPubKeyp3 2090 1 0.0100 p3 p34 299 N p3->p34
0.0300 CiphertextFromp67 2097 1 0.0100 p67 p22 299 N p67->p22
0.0300 KemPubKeyp59 2084 1 0.0100 p59 p61 299 N p59->p61
0.0300 KemPubKeyp15 2098 1 0.0100 p15 p65 299 N p15->p65
0.0300 VerifyPubKeyp54 1312 1 0.0100 p54 p47 299 N p54->p47
0.0300 CiphertextFromp55 2111 1 0.0100 p55 p46 299 N p55->p46
0.0300 CiphertextFromp8 2089 1 0.0100 p8 p14 299 N p8->p14
0.0300 KemPubKeyp10 2096 1 0.0100 p10 p23 299 N p10->p23
0.0300 VerifyPubKeyp31 1312 1 0.0100 p31 p0 299 N p31->p0
0.0300 CiphertextFromp51 2096 1 0.0100 p51 p13 299 N p51->p13
0.0300 CiphertextFromp68 2113 1 0.0100 p68 p28 299 N p68->p28
0.0300 KemPubKeyp26 2096 1 0.0100 p26 p66 299 N p26->p66
0.0300 CiphertextFromp60 2101 1 0.0100 p60 p30 299 N p60->p30
0.0300 VerifyPubKeyp20 1312 1 0.0100 p20 p2 299 N p20->p2
0.0300 CiphertextFromp9 2087 1 0.0100 p9 p6 299 N p9->p6
0.0300 VerifyPubKeyp58 1312 1 0.0100 p58 p57 299 N p58->p57
0.0300 KemPubKeyp41 2090 1 0.0100 p41 p62 299 N p41->p62
0.0300 VerifyPubKeyp12 1312 1 0.0200 p12 p11 299 N p12->p11
0.0300 KemPubKeyp32 2100 1 0.0200 p32 p36 299 N p32->p36
0.0300 VerifyPubKeyp5 1312 1 0.0100 p5 p21 299 N p5->p21
0.0300 VerifyPubKeyp7 1312 1 0.0100 p7 p44 299 N p7->p44
0.0300 VerifyPubKeyp52 1312 1 0.0200 p52 p1 299 N p52->p1
0.0300 VerifyPubKeyp25 1312 1 0.0100 p25 p18 299 N p25->p18
0.0400 KemPubKeyp25 2117 1 0.0100 p25 p42 299 N p25->p42
0.0400 VerifyPubKeyp3 1312 1 0.0100 p3 p16 299 N p3->p16
0.0400 CiphertextFromp38 2086 1 0.0200 p38 p15 299 N p38->p15
0.0400 VerifyPubKeyp6 1312 1 0.0100 p6 p58 299 N p6->p58
0.0400 VerifyPubKeyp68 1312 1 0.0100 p68 p34 299 N p68->p34
0.0400 VerifyPubKeyp51 1312 1 0.0100 p51 p48 299 N p51->p48
0.0400 KemPubKeyp52 2127 1 0.0100 p52 p63 299 N p52->p63
0.0400 VerifyPubKeyp19 1312 1 0.0100 p19 p13 299 N p19->p13
0.0400 KemPubKeyp39 2094 1 0.0100 p39 p67 299 N p39->p67
0.0400 VerifyPubKeyp60 1312 1 0.0100 p60 p37 299 N p60->p37
0.0400 VerifyPubKeyp55 1312 1 0.0100 p55 p29 299 N p55->p29
0.0400 VerifyPubKeyp33 1312 1 0.0100 p33 p22 299 N p33->p22
0.0400 VerifyPubKeyp32 1312 1 0.0100 p32 p17 299 N p32->p17
0.0400 VerifyPubKeyp27 1312 1 0.0100 p27 p14 299 N p27->p14
0.0400 KemPubKeyp53 2092 1 0.0200 p53 p54 299 N p53->p54
0.0400 KemPubKeyp0 2095 1 0.0100 p0 p31 299 N p0->p31
0.0400 CiphertextFromp23 2106 1 0.0100 p23 p10 299 N p23->p10
0.0400 KemPubKeyp45 2105 1 0.0100 p45 p7 299 N p45->p7
0.0400 VerifyPubKeyp57 1312 1 0.0100 p57 p21 299 N p57->p21
0.0400 KemPubKeyp8 2096 1 0.0100 p8 p9 299 N p8->p9
0.0400 CiphertextFromp62 2093 1 0.0100 p62 p41 299 N p62->p41
0.0400 VerifyPubKeyp64 1312 1 0.0200 p64 p26 299 N p64->p26
0.0400 VerifyPubKeyp61 1312 1 0.0200 p61 p59 299 N p61->p59
0.0500 KemPubKeyp6 2103 1 0.0100 p6 p8 299 N p6->p8
0.0500 KemPubKeyp37 2081 1 0.0100 p37 p60 299 N p37->p60
0.0500 CiphertextFromp61 2089 1 0.0200 p61 p59 299 N p61->p59
0.0500 KemPubKeyp3 2090 1 0.0100 p3 p68 299 N p3->p68
0.0500 KemPubKeyp34 2103 1 0.0100 p34 p66 299 N p34->p66
0.0500 KemPubKeyp1 2108 1 0.0200 p1 p52 299 N p1->p52
0.0500 VerifyPubKeyp28 1312 1 0.0100 p28 p16 299 N p28->p16
0.0500 VerifyPubKeyp21 1312 1 0.0100 p21 p12 299 N p21->p12
0.0500 CiphertextFromp36 2085 1 0.0200 p36 p32 299 N p36->p32
0.0500 KemPubKeyp11 2094 1 0.0200 p11 p57 299 N p11->p57
0.0500 VerifyPubKeyp42 1312 1 0.0200 p42 p25 299 N p42->p25
0.0500 VerifyPubKeyp53 1312 1 0.0100 p53 p44 299 N p53->p44
0.0500 VerifyPubKeyp24 1312 1 0.0100 p24 p13 299 N p24->p13
0.0500 KemPubKeyp38 2106 1 0.0100 p38 p65 299 N p38->p65
0.0500 KemPubKeyp33 2107 1 0.0100 p33 p47 299 N p33->p47
0.0500 KemPubKeyp29 2078 1 0.0100 p29 p55 299 N p29->p55
0.0500 KemPubKeyp26 2096 1 0.0100 p26 p64 299 N p26->p64
0.0500 CiphertextFromp31 2104 1 0.0100 p31 p0 299 N p31->p0
0.0500 VerifyPubKeyp62 1312 1 0.0100 p62 p40 299 N p62->p40
0.0500 CiphertextFromp67 2094 1 0.0100 p67 p39 299 N p67->p39
0.0500 KemPubKeyp27 2107 1 0.0100 p27 p58 299 N p27->p58
0.0500 VerifyPubKeyp5 1312 1 0.0100 p5 p14 299 N p5->p14
0.0500 KemPubKeyp48 2095 1 0.0200 p48 p51 299 N p48->p51
0.0500 VerifyPubKeyp7 1312 1 0.0100 p7 p45 299 N p7->p45
0.0600 VerifyPubKeyp48 1312 1 0.0100 p48 p24 299 N p48->p24
0.0600 CiphertextFromp60 2100 1 0.0100 p60 p37 299 N p60->p37
0.0600 CiphertextFromp8 2103 1 0.0100 p8 p6 299 N p8->p6
0.0600 CiphertextFromp7 2089 1 0.0200 p7 p45 299 N p7->p45
0.0600 CiphertextFromp52 2111 1 0.0100 p52 p1 299 N p52->p1
0.0600 VerifyPubKeyp59 1312 1 0.0100 p59 p2 299 N p59->p2
0.0600 CiphertextFromp64 2097 1 0.0100 p64 p26 299 N p64->p26
0.0600 VerifyPubKeyp61 1312 1 0.0100 p61 p20 299 N p61->p20
0.0600 VerifyPubKeyp38 1312 1 0.0100 p38 p15 299 N p38->p15
0.0600 CiphertextFromp54 2106 1 0.0200 p54 p53 299 N p54->p53
0.0600 VerifyPubKeyp27 1312 1 0.0100 p27 p12 299 N p27->p12
0.0600 KemPubKeyp40 2109 1 0.0100 p40 p62 299 N p40->p62
0.0600 KemPubKeyp5 2101 1 0.0100 p5 p58 299 N p5->p58
0.0600 VerifyPubKeyp36 1312 1 0.0100 p36 p17 299 N p36->p17
0.0600 CiphertextFromp55 2078 1 0.0100 p55 p29 299 N p55->p29
0.0600 VerifyPubKeyp66 1312 1 0.0100 p66 p34 299 N p66->p34
0.0600 CiphertextFromp68 2124 1 0.0100 p68 p3 299 N p68->p3
0.0600 CiphertextFromp47 2095 1 0.0100 p47 p33 299 N p47->p33
0.0600 CiphertextFromp57 2082 1 0.0100 p57 p11 299 N p57->p11
0.0600 CiphertextFromp42 2090 1 0.0200 p42 p25 299 N p42->p25
0.0700 KemPubKeyp2 2110 1 0.0200 p2 p59 299 N p2->p59
0.0700 VerifyPubKeyp6 1312 1 0.0100 p6 p57 299 N p6->p57
0.0700 VerifyPubKeyp58 1312 1 0.0100 p58 p21 299 N p58->p21
0.0700 VerifyPubKeyp60 1312 1 0.0100 p60 p30 299 N p60->p30
0.0700 VerifyPubKeyp63 1312 1 0.0200 p63 p52 299 N p63->p52
0.0700 CiphertextFromp65 2073 1 0.0200 p65 p38 299 N p65->p38
0.0700 VerifyPubKeyp68 1312 1 0.0100 p68 p3 299 N p68->p3
0.0700 VerifyPubKeyp14 1312 1 0.0100 p14 p12 299 N p14->p12
0.0700 CiphertextFromp51 2092 1 0.0200 p51 p48 299 N p51->p48
0.0700 CiphertextFromp66 2110 1 0.0200 p66 p34 299 N p66->p34
0.0700 VerifyPubKeyp47 1312 1 0.0100 p47 p33 299 N p47->p33
0.0700 VerifyPubKeyp55 1312 1 0.0100 p55 p46 299 N p55->p46
0.0700 VerifyPubKeyp54 1312 1 0.0100 p54 p44 299 N p54->p44
0.0700 KemPubKeyp0 2095 1 0.0100 p0 p26 299 N p0->p26
0.0700 CiphertextFromp9 2091 1 0.0300 p9 p8 299 N p9->p8
0.0700 CiphertextFromp62 2097 1 0.0100 p62 p40 299 N p62->p40
0.0700 KemPubKeyp20 2087 1 0.0200 p20 p61 299 N p20->p61
0.0700 KemPubKeyp67 2131 1 0.0200 p67 p7 299 N p67->p7
0.0700 VerifyPubKeyp24 1312 1 0.0100 p24 p19 299 N p24->p19
0.0700 VerifyPubKeyp5 1312 1 0.0100 p5 p27 299 N p5->p27
0.0800 VerifyPubKeyp9 1312 1 0.0100 p9 p58 299 N p9->p58
0.0800 VerifyPubKeyp50 1312 1 0.0100 p50 p33 299 N p50->p33
0.0800 VerifyPubKeyp21 1312 1 0.0100 p21 p11 299 N p21->p11
0.0800 KemPubKeyp17 2093 1 0.0100 p17 p32 299 N p17->p32
0.0800 VerifyPubKeyp66 1312 1 0.0100 p66 p3 299 N p66->p3
0.0800 VerifyPubKeyp65 1312 1 0.0100 p65 p15 299 N p65->p15
0.0800 CiphertextFromp26 2101 1 0.0100 p26 p0 299 N p26->p0
0.0800 CiphertextFromp59 2093 1 0.0100 p59 p2 299 N p59->p2
0.0800 CiphertextFromp63 2075 1 0.0400 p63 p52 299 N p63->p52
0.0800 VerifyPubKeyp67 1312 1 0.0100 p67 p54 299 N p67->p54
0.0800 KemPubKeyp22 2096 1 0.0100 p22 p47 299 N p22->p47
0.0800 CiphertextFromp61 2101 1 0.0100 p61 p20 299 N p61->p20
0.0800 KemPubKeyp18 2112 1 0.0200 p18 p25 299 N p18->p25
0.0800 KemPubKeyp57 2090 1 0.0100 p57 p8 299 N p57->p8
0.0800 VerifyPubKeyp62 1312 1 0.0100 p62 p41 299 N p62->p41
0.0800 VerifyPubKeyp51 1312 1 0.0100 p51 p24 299 N p51->p24
0.0800 KemPubKeyp16 2081 1 0.0100 p16 p34 299 N p16->p34
0.0800 KemPubKeyp13 2100 1 0.0100 p13 p48 299 N p13->p48
0.0900 CiphertextFromp50 2079 1 0.0700 p50 p33 299 N p50->p33
0.0900 VerifyPubKeyp6 1312 1 0.0100 p6 p27 299 N p6->p27
0.0900 CiphertextFromp48 2110 1 0.0100 p48 p13 299 N p48->p13
0.0900 VerifyPubKeyp8 1312 1 0.0100 p8 p57 299 N p8->p57
0.0900 VerifyPubKeyp58 1312 1 0.0100 p58 p5 299 N p58->p5
0.0900 KemPubKeyp14 2095 1 0.0200 p14 p9 299 N p14->p9
0.0900 CiphertextFromp32 2107 1 0.0100 p32 p17 299 N p32->p17
0.0900 VerifyPubKeyp3 1312 1 0.0200 p3 p28 299 N p3->p28
0.0900 VerifyPubKeyp63 1312 1 0.0100 p63 p1 299 N p63->p1
0.0900 KemPubKeyp54 2087 1 0.0200 p54 p67 299 N p54->p67
0.0900 KemPubKeyp53 2092 1 0.0100 p53 p7 299 N p53->p7
