# time  ID  size  hopcount  deliveryTime  fromHost  toHost  remainingTtl  isResponse  path
0.0200 KemPubKeyp36 2089 1 0.0100 p36 p53 299 N p36->p53
0.0200 VerifyPubKeyp8 1312 1 0.0100 p8 p57 299 N p8->p57
0.0200 KemPubKeyp26 2107 1 0.0100 p26 p49 299 N p26->p49
0.0200 VerifyPubKeyp37 1312 1 0.0100 p37 p29 299 N p37->p29
0.0200 KemPubKeyp25 2106 1 0.0100 p25 p54 299 N p25->p54
0.0200 VerifyPubKeyp52 1312 1 0.0100 p52 p10 299 N p52->p10
0.0200 KemPubKeyp34 2089 1 0.0100 p34 p51 299 N p34->p51
0.0200 VerifyPubKeyp58 1312 1 0.0100 p58 p50 299 N p58->p50
0.0200 KemPubKeyp38 2091 1 0.0100 p38 p4 299 N p38->p4
0.0200 VerifyPubKeyp35 1312 1 0.0100 p35 p18 299 N p35->p18
0.0200 VerifyPubKeyp44 1312 1 0.0100 p44 p27 299 N p44->p27
0.0200 VerifyPubKeyp3 1312 1 0.0100 p3 p24 299 N p3->p24
0.0200 VerifyPubKeyp33 1312 1 0.0100 p33 p20 299 N p33->p20
0.0200 VerifyPubKeyp6 1312 1 0.0100 p6 p42 299 N p6->p42
0.0200 VerifyPubKeyp2 1312 1 0.0100 p2 p17 299 N p2->p17
0.0200 VerifyPubKeyp9 1312 1 0.0100 p9 p22 299 N p9->p22
0.0200 KemPubKeyp19 2113 1 0.0100 p19 p48 299 N p19->p48
0.0200 KemPubKeyp5 2097 1 0.0100 p5 p56 299 N p5->p56
0.0200 VerifyPubKeyp7 1312 1 0.0100 p7 p45 299 N p7->p45
0.0300 VerifyPubKeyp34 1312 1 0.0100 p34 p28 299 N p34->p28
0.0300 KemPubKeyp24 2087 1 0.0100 p24 p3 299 N p24->p3
0.0300 KemPubKeyp22 2089 1 0.0100 p22 p9 299 N p22->p9
0.0300 KemPubKeyp45 2129 1 0.0100 p45 p7 299 N p45->p7
0.0300 KemPubKeyp10 2094 1 0.0100 p10 p52 299 N p10->p52
0.0300 CiphertextFromp4 2000 1 0.0100 p4 p38 299 N p4->p38
